	Protein IDs	1	5	8	11	13	22
2245	MAP2K6|map2k6.L|gene43282|rna86606;MAP2K6|map2k3|gene43655|rna87171	27730.25	20223.0	28909.75	35206.5	51539.0	60124.0
2246	MAP2K7|LOC108712658|gene47390|rna92525;MAP2K7|map2k7.S|gene18189|rna53146	0.0	0.0	0.0	0.0	0.0	0.0
2247	MAP3K7|map3k7.L|gene35498|rna75483	0.0	0.0	0.0	0.0	0.0	0.0
2248	MAP4K4|map4k4-like.L|gene3389|rna9856;TNIK|map4k4-like.S|gene7451|rna21712;TNIK|nrk.S|gene12864|rna37393;MINK1|mink1.L|gene1629|rna4754;MINK1|LOC108703545|gene44701|rna88724;MAP4K4|nrk.L|gene18828|rna54957;TNIK|LOC108717011|gene50158|rna96492;TNIK|tnik.S|gene12730|rna36986	19883.5	14204.0	18177.75	34702.0	30228.0	28893.0
2249	MAP4K5|map4k5.S|gene5937|rna17380;MAP4K5|LOC108698753|gene42211|rna84978	0.0	0.0	0.0	0.0	0.0	0.0
2250	MAP7D1|map7d1.L|gene42308|rna85155;MAP7D1|map7d1.S|gene9258|rna26887	3661.95	0.0	3659.35	0.0	9546.1	11200.0
2251	MAP7D3|LOC108700556|gene50008|rna96262	12641.0	11087.85	12228.2	14369.5	15695.0	14019.0
2252	MAPK1|mapk1.L|gene9495|rna27615	893.95	0.0	1931.0	0.0	5118.3	2263.3
2253	MAPK11|mapk11.S|gene15633|rna45639	2280.625	4058.3999999999996	2526.625	7127.8	0.0	0.0
2254	MAPK12|mapk12.L|gene3272|rna9476	14407.35	7273.5	13976.6	14245.0	20676.0	24227.0
2255	MAPK12|mapk12.S|gene11291|rna32836	9481.425	3430.3	8594.375	5708.1	16714.0	17262.0
2256	MAPK15|mapk15.L|gene9766|rna28399	105317.5	94013.5	112487.75	141405.0	129760.0	122730.0
2257	MAPK8|mapk8.L|gene8323|rna24228;MAPK8|mapk10.L|gene16695|rna48790	11563.85	2878.95	10955.075	4163.049999999999	25976.0	27231.0
2258	MAPKBP1|mapkbp1.L|gene16430|rna47990	76892.25	50921.0	68760.0	74047.0	71361.0	58013.0
2259	MAPRE1|mapre1.S|gene7210|rna21037	69402.75	46327.0	73037.0	62200.5	87512.0	77587.0
2260	MARC1|marc1.L|gene17359|rna50676;MARC1|marc1.S|gene14974|rna43692	300087.5	152225.0	309017.5	220530.0	489890.0	457550.0
2261	MARCKS|marcks.L|gene18158|rna53064	5692.375	1212.685	5456.075	1570.55	11102.0	13038.0
2262	MARS|mars.L|gene47586|rna92791	109977.0	76846.5	116585.25	114389.5	183840.0	195610.0
2263	MARS|mars|gene10573|rna30722	44113.0	49978.5	45748.75	69046.5	46178.0	44958.0
2264	MAT2A|mat2a.L|gene20351|rna59442;MAT1A|mat1a.L|gene19286|rna56339;MAT1A|LOC108703391|gene46936|rna91915	26737.0	10967.05	27527.25	21986.5	85381.0	98453.0
2265	MAT2A|mat2a.S|gene14528|rna42300	23347.5	11660.0	26594.75	23274.0	61761.0	74994.0
2266	MAT2B|mat2b.L|gene5345|rna15654	21661.4	3064.3	23966.675	4790.05	55868.0	59577.0
2267	MATR3|matr3.S|gene8090|rna23586;MATR3|matr3.L|gene2768|rna8057	5533.0	0.0	6990.5	0.0	19680.0	22935.0
2268	MB21D2|LOC108711835|gene20390|rna59561	0.0	0.0	0.0	0.0	0.0	0.0
2269	MBD3|LOC108712329|gene37655|rna78437;MBD3|mbd3.S|gene37773|rna78603	109125.0	47296.0	117947.0	46400.5	153070.0	156650.0
2270	MBLAC1|mblac1.S|gene18882|rna55113	16415.0	10408.35	19381.0	15506.0	29118.0	28863.0
2271	MBOAT7|mboat7.L|gene11657|rna33888	36965.25	23690.5	40614.25	32694.5	60615.0	51596.0
2272	MCAT|mcat.S|gene3356|rna9751;MCAT|mcat.L|gene9059|rna26363	13132.5	0.0	14826.0	0.0	34732.0	28663.0
2273	MCCC1|mccc1.S|gene12758|rna37079	754537.5	343075.0	791685.0	498270.0	1372100.0	1157700.0
2274	MCCC2|LOC108714206|gene43419|rna86803	5563.4	3139.6000000000004	5261.325	4072.2	9683.9	5967.6
2275	MCCC2|mccc2.S|gene7524|rna21933;MCCC2|LOC108695704|gene37291|rna77970	1162805.0	761090.0	1210887.5	1070525.0	1865500.0	1523500.0
2276	MCEE|mcee.S|gene6350|rna18590;MCEE|mcee.L|gene27026|rna66532	216042.5	165540.0	225595.0	237325.0	315990.0	292980.0
2277	MCM10|mcm10.L|gene13480|rna39218	5136.425	9041.05	4706.95	9575.8	0.0	0.0
2278	MCM2|mcm2.L|gene6554|rna19190;MCM2|mcm2.S|gene18692|rna54562	1005905.0	495485.0	1052025.0	649505.0	1673700.0	1605000.0
2279	MCM3|mcm3.L|gene8956|rna26087	456457.5	180275.0	456727.5	214835.0	606350.0	502250.0
2280	MCM3|zmcm3.L|gene7456|rna21729	8624.0	0.0	10394.0	0.0	45068.0	85080.0
2281	MCM4|mcm4.L|gene3021|rna8756;MCM4|mcm4.S|gene14315|rna41699	752827.5	474960.0	760232.5	616135.0	1016600.0	946850.0
2282	MCM5|mcm5.L|gene19282|rna56327;MCM5|mcm5.S|gene5676|rna16621	1127142.5	414605.0	1091097.5	472320.0	1635000.0	1409900.0
2283	MCM6|mcm6.L|gene8289|rna24133;MCM6|mcm6.2.L|gene13401|rna38985;MCM6|mcm6.2.S|gene18353|rna53606;MCM6|LOC108705347|gene39680|rna81355;MCM8|mcm8.L|gene47764|rna93015	930875.0	402245.0	942467.5	509865.0	1443400.0	1332200.0
2284	MCM7|mcm7.L|gene8157|rna23750;MCM7|mcm7.S|gene20446|rna59718	477960.0	385050.0	532307.5	436275.0	544650.0	455560.0
2285	MCMBP|mcmbp.L|gene15479|rna45187	204472.5	124575.0	213750.0	162560.0	345950.0	310480.0
2286	MCTS1|mcts1.L|gene12597|rna36611	51042.5	26437.0	56936.75	36121.0	102840.0	78826.0
2287	MCTS1|mcts1.S|gene14970|rna43685	82682.5	60124.5	87422.0	91325.0	134440.0	114420.0
2288	MCU|mcu.L|gene49401|rna95359	60682.25	96366.0	81488.0	143380.0	45386.0	49669.0
2289	MCU|mcu.S|gene19255|rna56250	7727.0	0.0	8238.5	0.0	18658.0	18406.0
2290	MDH1|mdh1.L|gene12194|rna35435	2238425.0	1306775.0	2433750.0	1855900.0	3834600.0	3372700.0
2291	MDH1|mdh1.S|gene17035|rna49778	998765.0	735085.0	1036910.0	967595.0	1420000.0	1284200.0
2292	MDH2|mdh2.L|gene17190|rna50192	1261202.5	657235.0	1354355.0	856040.0	2197100.0	2015000.0
2293	MDH2|mdh2.S|gene5675|rna16619	773155.0	421695.0	821082.5	547880.0	1258000.0	1162300.0
2294	MDN1|LOC108716873|gene42847|rna85910	59934.25	33425.0	60579.0	44075.5	85589.0	77067.0
2295	MDN1|mdn1.L|gene49918|rna96127	44024.75	14344.5	47326.0	19246.5	84055.0	72806.0
2296	ME2|me2.L|gene13201|rna38418;ME1|me1.L|gene8986|rna26167	120584.0	73381.0	127680.25	102927.5	204560.0	197720.0
2297	ME2|me2.S|gene3176|rna9200	946437.5	650560.0	998785.0	891660.0	1456100.0	1333800.0
2298	ME3|me3.L|gene3770|rna10963	28428.0	20954.5	34686.75	28658.5	47502.0	41839.0
2299	MECR|mecr.L|gene5533|rna16205	240755.0	145995.0	256900.0	195390.0	430070.0	405280.0
2300	MECR|mecr.S|gene43562|rna87032	105576.5	91031.5	112127.25	123925.0	133630.0	113940.0
2301	MED17|med17.L|gene4405|rna12832	15984.55	17853.5	13524.4	28713.5	6519.4	4826.3
2302	MED18|med18.S|gene1775|rna5149	11903.25	10460.8	14526.25	17210.0	20154.0	19223.0
2303	MED20|med20.S|gene15145|rna44206	93462.5	43516.0	98024.0	68158.5	161340.0	165540.0
2304	MED22|LOC108699926|gene40526|rna82570;MED22|med22.L|gene10594|rna30779	5568.325	814.53	6640.995	1190.435	12624.0	14659.0
2305	MED23|med23.L|gene17115|rna49993	1113.35	2047.65	855.75	2277.75	0.0	0.0
2306	MED24|med24.L|gene11595|rna33680	3058.8250000000003	1157.9499999999998	3685.4825	1793.45	6451.0	7452.5
2307	MED29|med29.L|gene7764|rna22666	2511.2	0.0	2435.8	0.0	7863.9	7442.6
2308	MED30|med30.S|gene8077|rna23557;MED30|med30.L|gene8718|rna25375	7582.85	4421.35	8519.875	4406.95	13211.0	10101.0
2309	MED4|med4.S|gene8723|rna25389	1643.725	2511.85	1225.175	3214.8500000000004	0.0	0.0
2310	MELK|melk.L|gene14443|rna42038	22050.0	12227.0	16865.25	14974.0	23431.0	27203.0
2311	MEMO1|memo1.S|gene15376|rna44868;MEMO1|memo1.L|gene19084|rna55723	15153.0	0.0	17050.5	0.0	40531.0	41881.0
2312	MEPCE|mepce.L|gene6021|rna17621;MEPCE|LOC108703571|gene45745|rna90259	803.75	1633.85	534.11	2790.3	0.0	0.0
2313	MESDC2|mesd.L|gene18603|rna54309;MESDC2|mesd.S|gene3450|rna10031	113858.75	100704.5	109189.75	138425.0	144780.0	137000.0
2314	METAP1|metap1.L|gene11146|rna32391	85110.5	26696.5	109201.5	42932.5	208050.0	191570.0
2315	METAP1|metap1.S|gene9406|rna27367	19699.3	3810.05	22066.175	5782.7	39598.0	37276.0
2316	METAP2|metap2.L|gene4968|rna14517	185072.5	98256.0	189352.5	151590.0	326640.0	337710.0
2317	METAP2|metap2.S|gene12368|rna35955	32030.0	14855.0	35774.75	20903.0	64067.0	71921.0
2318	METTL1|mettl1.L|gene15812|rna46198	24536.5	24717.5	28768.25	39478.5	30265.0	30945.0
2319	METTL13|mettl13.S|gene17965|rna52515;METTL13|mettl13.L|gene2737|rna7969	4182.9	7641.75	4225.135	10486.9	816.29	0.0
2320	METTL17|mettl17.L|gene3957|rna11524	9043.0	0.0	9523.5	0.0	21022.0	20197.0
2321	METTL21D|vcpkmt.L|gene20350|rna59440	977.2	2679.6499999999996	919.05	2608.3500000000004	0.0	0.0
2322	METTL3|mettl3.L|gene7987|rna23291	15626.25	9818.6	17330.75	16366.5	27151.0	27461.0
2323	METTL7A|mettl7a.L|gene5843|rna17108	216.48	0.0	689.35	0.0	2235.2	5012.6
2324	METTL9|mettl9.S|gene19725|rna57640;METTL9|mettl9.L|gene1381|rna4037	4211.6	0.0	4621.8	0.0	12099.0	12631.0
2325	MFAP1|mfap1.L|gene11572|rna33605;MFAP1|mfap1.S|gene1372|rna4008	8208.5	0.0	8876.5	0.0	27048.0	38727.0
2326	MFF|mff.L|gene36655|rna77069	1836.25	0.0	2135.0	0.0	4447.4	4378.7
2327	MFF|mff.S|gene14621|rna42611	24044.75	19533.5	22397.0	26888.5	28438.0	24613.0
2328	MFN1|mfn1.S|gene3314|rna9617;MFN1|mfn1.L|gene18051|rna52767	21165.75	13234.55	18955.0	18156.0	21865.0	19525.0
2329	MFN2|mfn2.L|gene18078|rna52843;MFN2|mfn2.S|gene15865|rna46363	68085.0	17494.0	71130.25	25476.5	134710.0	112000.0
2330	MFSD1|LOC108716214|gene42719|rna85760	7655.525	3879.45	6630.775	6263.299999999999	12666.0	12801.0
2331	MFSD1|LOC108718108|gene41089|rna83372	3889.775	1390.97	3733.95	1884.1499999999999	5386.2	3974.8
2332	MFSD12|LOC108706796|gene41192|rna83528;MFSD12|mfsd12.L|gene3306|rna9585	2309.4	4311.05	2156.45	4278.2	0.0	0.0
2333	MGAT3|mgat3.L|gene12095|rna35133	53345.0	0.0	55680.0	0.0	147210.0	166050.0
2334	MGEA5|mgea5.L|gene20405|rna59607	32847.875	5586.2	35970.325	6821.0	82821.0	109370.0
2335	MGEA5|mgea5.S|gene18656|rna54460	8764.3	5006.299999999999	8812.2	7915.450000000001	14144.0	12979.0
2336	MGST2|LOC108699671|gene19335|rna56483;MGST2|mgst2.L|gene1584|rna4627	8970.825	7068.15	10175.575	6504.15	14575.0	14211.0
2337	MGST3|mgst3.L|gene9652|rna28092	486350.0	224130.0	583112.5	260295.0	710660.0	563810.0
2338	MGST3|mgst3.S|gene4105|rna11954	264458.0	73582.0	295002.0	95434.0	411350.0	370660.0
2339	MICAL3|mical3.S|gene7363|rna21484;MICAL3|mical3.L|gene15027|rna43850	10975.0	11264.0	5357.4	24403.5	0.0	0.0
2340	MICU1|micu1.L|gene2209|rna6422;MICU1|micu1.S|gene8266|rna24065	49661.5	54438.5	54018.75	76192.0	61515.0	54794.0
2341	MIER1|mier1.L|gene11465|rna33327;MIER1|mier1.S|gene10792|rna31366	3582.1	0.0	3597.7	0.0	7792.2	11028.0
2342	MIF|mif.L|gene36823|rna77319	1991450.0	1035435.0	2177925.0	1411200.0	3602500.0	3330800.0
2343	MINPP1|minpp1.S|gene1441|rna4204	971.45	0.0	1407.1	0.0	2472.1	2973.6
2344	MIPEP|LOC108709016|gene46257|rna90939;MIPEP|LOC108708717|gene40320|rna82273	22352.3	6906.7	28181.1	9240.95	58994.0	54959.0
2345	MKI67IP|nifk.S|gene47866|rna93157	10983.7375	0.0	10097.91	499.88	52688.0	84863.0
2346	MKNK1|mknk1.S|gene176|rna496	3565.9	5903.7	3287.95	8213.1	0.0	0.0
2347	MLEC|mlec.S|gene366|rna1062;MLEC|mlec.L|gene15598|rna45549	198673.25	91045.5	195737.5	106539.5	353500.0	326700.0
2348	MLLT4|afdn.L|gene38725|rna79999;MLLT4|LOC496335|gene35070|rna74867	2613.7625	1177.865	3173.925	2503.8	5873.7	6057.6
2349	MMAB|mmab.L|gene46684|rna91555	15858.75	18414.5	15379.75	23555.0	14971.0	12406.0
2350	MMS19|LOC108705258|gene38990|rna80421;MMS19|mms19.L|gene14134|rna41166	8577.475	1853.5	7558.525	2784.15	17998.0	24370.0
2351	MND1|mnd1.L|gene19560|rna57156	44811.5	53970.0	51258.75	78357.5	37545.0	30655.0
2352	MNF1|uqcc2.S|gene17920|rna52380;MNF1|uqcc2.L|gene9648|rna28083	97478.5	43861.5	104907.25	65685.0	192190.0	175800.0
2353	MOB1A|mob1a.L|gene20439|rna59702;MOB1A|LOC108712777|gene47399|rna92543;MOB1B|mob1b.S|gene6383|rna18682;MOB1B|mob1b.L|gene12592|rna36596	26474.5	8478.150000000001	35610.5	16109.0	67154.0	77299.0
2354	MOB4|mob4.L|gene14006|rna40800;MOB4|mob4.S|gene2995|rna8672	11030.5	18261.5	10949.25	35595.0	0.0	0.0
2355	MOGAT1|mogat1.L|gene17772|rna51942	3992.75	1636.6999999999998	3537.625	1890.4	6014.4	5118.6
2356	MOGS|mogs.L|gene6344|rna18563	87066.0	104384.0	83787.5	154395.0	59445.0	52348.0
2357	MON2|mon2.L|gene37289|rna77968;MON2|LOC108713189|gene48392|rna93968	57873.75	22219.0	58849.0	28990.0	101900.0	103350.0
2358	MORC3|morc3.2.L|gene46018|rna90619	751.4	1557.9	974.675	2224.5	0.0	0.0
2359	MOSPD2|mospd2.S|gene8746|rna25465	0.0	0.0	0.0	0.0	0.0	0.0
2360	MOV10|mov10.L|gene7778|rna22702;MOV10|loc100494487.S|gene8571|rna24939	429120.0	271180.0	397975.0	293210.0	452050.0	435680.0
2361	MPC2|mpc2.S|gene6989|rna20407	105661.0	104353.5	111735.0	152895.0	120420.0	115950.0
2362	MPHOSPH6|LOC108715439|gene41767|rna84326;MPHOSPH6|mphosph6.L|gene2587|rna7516	2846.625	1633.9	3677.95	5233.85	14219.0	14330.0
2363	MPI|mpi.S|gene8033|rna23426;MPI|LOC108711318|gene44498|rna88449	122756.5	45691.5	134910.25	56160.0	242670.0	234430.0
2364	MPP1|mpp1.L|gene11413|rna33181	11741.35	13311.3	9748.05	23009.0	9540.1	11491.0
2365	MPST|mpst.L|gene20513|rna59895;MPST|mpst|gene44263|rna88082	994382.5	458395.0	1134900.0	651045.0	2073100.0	1881100.0
2366	MRE11A|mre11.L|gene3253|rna9428	30854.55	3431.0499999999997	35884.525	2184.55	58971.0	66394.0
2367	MRI1|mri1.L|gene1750|rna5080	139675.0	121041.0	142145.0	185735.0	181540.0	172970.0
2368	MRP63|mrpl57.S|gene19142|rna55905	30242.95	4121.65	34604.5	5645.4	73752.0	70411.0
2369	MRPL1|mrpl1.L|gene337|rna974	14263.75	7088.4	16082.475	9316.6	24184.0	23117.0
2370	MRPL1|mrpl1.S|gene6539|rna19137	48456.5	34912.0	57660.25	48403.5	84214.0	76055.0
2371	MRPL10|mrpl10.S|gene3444|rna10017	99649.25	80795.5	113167.25	94460.5	147350.0	139200.0
2372	MRPL11|mrpl11.L|gene8889|rna25877	81470.0	53298.5	81202.75	66527.0	110180.0	97782.0
2373	MRPL11|mrpl11.S|gene4896|rna14294	72525.0	46225.0	78542.0	69331.5	105300.0	99748.0
2374	MRPL12|mrpl12.L|gene12339|rna35878	663500.0	345480.0	737245.0	413960.0	1065400.0	958160.0
2375	MRPL13|mrpl13.S|gene1209|rna3511	180262.0	87019.0	210500.75	106549.0	327830.0	319550.0
2376	MRPL14|mrpl14.L|gene18399|rna53750	26336.5	19848.0	31497.75	23080.5	42032.0	33668.0
2377	MRPL15|mrpl15.L|gene12974|rna37706	207172.5	95105.5	227827.5	136480.0	358940.0	300530.0
2378	MRPL16|mrpl16.S|gene18449|rna53879	32321.75	20709.5	35680.0	25899.5	53673.0	50309.0
2379	MRPL17|mrpl17.S|gene8849|rna25775;MRPL17|mrpl17.L|gene14972|rna43689	115562.25	70912.5	131337.75	87230.5	180350.0	167260.0
2380	MRPL18|mrpl18.L|gene10675|rna31017	43668.75	13628.3	45659.25	18665.5	79591.0	64397.0
2381	MRPL19|LOC108718270|gene43496|rna86929	135295.0	112443.5	142760.0	145940.0	159150.0	142270.0
2382	MRPL2|mrpl2.L|gene49223|rna95115	294732.5	179060.0	336847.5	266935.0	502340.0	456860.0
2383	MRPL20|mrpl20.L|gene6291|rna18388	66324.3	6705.7	71518.375	8444.5	137660.0	125550.0
2384	MRPL21|mrpl21.L|gene16591|rna48485	156890.0	116890.5	171705.0	155950.0	218400.0	221300.0
2385	MRPL22|mrpl22.L|gene19822|rna57890	148933.25	28824.0	160523.75	40695.5	316790.0	258000.0
2386	MRPL23|mrpl23.S|gene15818|rna46218	116682.75	61085.5	127587.25	76889.5	217440.0	183840.0
2387	MRPL24|mrpl24.L|gene2547|rna7410	121667.5	98086.0	130692.5	136490.0	152750.0	140990.0
2388	MRPL27|LOC108701099|gene40811|rna82976	158760.0	153630.0	188912.5	210195.0	250420.0	234120.0
2389	MRPL28|mrpl28.L|gene10360|rna30115	54548.5	57485.0	53190.5	72660.0	45579.0	42063.0
2390	MRPL3|mrpl3.S|gene13779|rna40091	20087.5	0.0	25523.5	0.0	48993.0	43911.0
2391	MRPL32|mrpl32.S|gene8092|rna23590	12767.75	21321.5	12915.75	34624.0	0.0	0.0
2392	MRPL33|mrpl33.L|gene7169|rna20923	40875.75	17356.0	46553.75	26116.0	90480.0	73654.0
2393	MRPL34|mrpl34.L|gene16628|rna48579	7490.25	14650.5	8494.75	21304.5	0.0	0.0
2394	MRPL35|mrpl35.L|gene16787|rna49052	40260.0	0.0	47022.0	0.0	99735.0	82974.0
2395	MRPL37|mrpl37.L|gene1344|rna3921	220485.0	149920.0	256155.0	243785.0	374120.0	338890.0
2396	MRPL38|mrpl38.L|gene14808|rna43199	46319.0	68497.0	52345.0	86620.0	27948.0	23504.0
2397	MRPL39|mrpl39.L|gene15924|rna46546	388977.5	172605.0	413792.5	230025.0	681010.0	600170.0
2398	MRPL41|mrpl41.S|gene7568|rna22054;MRPL41|mrpl41.L|gene19703|rna57589	28134.5	0.0	28256.0	0.0	59683.0	58956.0
2399	MRPL42|LOC108711060|gene50998|rna97730;MRPL42|mrpl42.S|gene7417|rna21614	25732.25	48676.0	28952.75	70505.5	0.0	0.0
2400	MRPL43|mrpl43.L|gene2832|rna8225	117007.25	73335.5	134869.5	102423.5	189760.0	170450.0
2401	MRPL44|mrpl44.S|gene7753|rna22638;MRPL44|mrpl44.L|gene6231|rna18220	88962.25	89438.5	97794.75	118080.0	97117.0	86842.0
2402	MRPL45|mrpl45.L|gene9039|rna26311	195582.5	105167.0	214982.5	141630.0	330940.0	290700.0
2403	MRPL46|mrpl46.L|gene20399|rna59592	47386.5	32029.0	54274.25	44557.5	83194.0	67511.0
2404	MRPL47|mrpl47.L|gene1915|rna5576	80584.25	68281.5	91235.25	95321.0	117590.0	117740.0
2405	MRPL49|mrpl49.L|gene12888|rna37453	79694.0	38209.0	87743.0	46305.0	154030.0	135780.0
2406	MRPL51|mrpl51.L|gene49901|rna96091	22882.4325	1441.9499999999998	25379.35	1628.85	54189.0	48261.0
2407	MRPL53|mrpl53.L|gene12264|rna35648	161543.25	90734.0	197107.5	127580.0	313810.0	277790.0
2408	MRPL54|mrpl54.S|gene335|rna969	10823.975	9628.75	12015.5	13166.5	14348.0	14657.0
2409	MRPL55|mrpl55.L|gene15010|rna43799	885.25	0.0	1170.2	0.0	2541.4	2898.3
2410	MRPL9|mrpl9.S|gene1271|rna3697	110615.5	31306.0	138877.25	43007.0	241520.0	229010.0
2411	MRPL9|mrpl9.S|gene44417|rna88318	11445.85	7259.7	12354.75	10776.05	17650.0	17018.0
2412	MRPS10|mrps10.S|gene16526|rna48268	142837.5	137270.0	152147.5	188975.0	164860.0	165120.0
2413	MRPS11|mrps11.L|gene2467|rna7192;MRPS11|LOC108712311|gene40972|rna83212	105959.75	12638.8	100269.75	21156.5	166170.0	155410.0
2414	MRPS12|mrps12.S|gene10721|rna31161;MRPS12|mrps12.L|gene13348|rna38838	4291.45	0.0	5437.0	0.0	13460.0	12918.0
2415	MRPS14|LOC108715623|gene46772|rna91674	31996.75	15037.5	33746.0	22226.0	55366.0	52340.0
2416	MRPS15|mrps15.L|gene11948|rna34702;MRPS15|mrps15.S|gene33104|rna72629	105172.0	61331.0	118264.0	89792.0	184600.0	180450.0
2417	MRPS16|mrps16.L|gene46984|rna91971	109413.75	32894.5	114715.25	42057.5	224640.0	187140.0
2418	MRPS17|mrps17.L|gene14077|rna41004	193517.5	122441.0	213657.5	179790.0	336410.0	283860.0
2419	MRPS18C|mrps18c.S|gene19989|rna58337;MRPS18C|mrps18c.L|gene18549|rna54161	45564.15	4479.75	48077.675	6390.55	105620.0	97938.0
2420	MRPS21|mrps21.L|gene2908|rna8436;MRPS21|mrps21.S|gene9938|rna28886	40155.5	33154.0	43104.0	43126.0	51822.0	47149.0
2421	MRPS22|LOC108716228|gene40375|rna82343	120258.75	82623.5	133569.0	120317.5	194560.0	163850.0
2422	MRPS23|LOC108708365|gene34585|rna74195;MRPS23|mrps23.S|gene15971|rna46687	110175.5	120651.5	119325.0	173770.0	119160.0	109090.0
2423	MRPS24|mrps24.S|gene11328|rna32937	43324.0	28510.0	46099.5	34716.5	67995.0	63859.0
2424	MRPS25|mrps25.S|gene14724|rna42918;MRPS25|mrps25.L|gene43132|rna86380	11716.75	5536.3	13190.075	7361.85	24623.0	20697.0
2425	MRPS26|mrps26.L|gene18304|rna53471	85881.0	66285.5	88244.75	91902.0	124340.0	124480.0
2426	MRPS27|mrps27.L|gene42573|rna85538	61291.0	32417.0	64368.0	45386.5	105930.0	95421.0
2427	MRPS28|LOC108695359|gene48635|rna94276;MRPS28|mrps28.L|gene24200|rna63695	54221.5	53737.5	61244.75	64750.5	72720.0	61606.0
2428	MRPS30|mrps30.L|gene19045|rna55596	16393.925	7205.15	17006.55	9948.1	29165.0	26816.0
2429	MRPS30|mrps30.S|gene15030|rna43859	26067.5	21549.0	30043.5	25802.5	35618.0	31814.0
2430	MRPS31|mrps31.L|gene1590|rna4648	41590.75	10773.2	44803.25	15258.0	87920.0	78445.0
2431	MRPS31|mrps31.S|gene17240|rna50329	3157.55	2236.65	3051.275	2222.65	4667.9	5485.4
2432	MRPS33|mrps33.S|gene5576|rna16323;MRPS33|mrps33.L|gene5770|rna16878	24870.0	23059.0	29747.75	31279.5	37330.0	33837.0
2433	MRPS34|mrps34.S|gene19155|rna55939	63870.0	37387.5	69039.25	50151.5	123460.0	123340.0
2434	MRPS35|mrps35.L|gene18969|rna55371	206447.5	132820.0	218137.5	184490.0	329110.0	287220.0
2435	MRPS5|mrps5.L|gene4790|rna13982	235737.5	149730.0	237887.5	191805.0	362380.0	316650.0
2436	MRPS6|mrps6.S|gene19224|rna56164	138401.0	79290.5	145932.25	113004.5	221770.0	197290.0
2437	MRPS7|mrps7.S|gene29636|rna69148;MRPS7|mrps7.L|gene13526|rna39364	120137.25	54575.5	127869.5	75556.0	223660.0	207100.0
2438	MRPS9|mrps9.L|gene19398|rna56681	259295.0	140420.0	278172.5	205815.0	458490.0	394020.0
2439	MRRF|mrrf.L|gene13055|rna37936;MRRF|mrrf.S|gene1852|rna5409	50295.75	24010.0	58242.25	31674.0	113010.0	94272.0
2440	MRTO4|mrto4.S|gene7515|rna21908;MRTO4|mrto4.L|gene10212|rna29695	33262.5	11391.4	38299.0	15054.5	74975.0	93306.0
2441	MSH2|msh2.L|gene10134|rna29472	68479.75	47181.5	72461.0	55399.5	104910.0	84529.0
2442	MSH6|msh6.L|gene9176|rna26665	74808.5	71768.0	80325.75	93567.5	75059.0	67640.0
2443	MSN|msn.L|gene6613|rna19348	302777.5	112595.5	311150.0	162675.0	555940.0	577890.0
2444	MSN|msn.S|gene12227|rna35539	87575.75	37666.0	92578.5	54151.5	181410.0	184010.0
2445	MSRA|msra.1.L|gene5716|rna16735	45944.75	23334.0	47846.75	33489.0	82007.0	81904.0
2446	MST4|stk26.S|gene45813|rna90349;MST4|LOC108698480|gene36715|rna77153;STK24|stk24.L|gene19030|rna55544;STK25|stk25.S|gene3885|rna11327;STK24|stk24.S|gene1106|rna3215;STK25|stk25.L|gene2747|rna7998	81890.25	35121.0	84937.5	52816.0	185600.0	197680.0
2447	MSTO1|msto1.L|gene16321|rna47672	9852.35	4842.65	9784.425	7780.8	13959.0	15830.0
2448	MTA2|mta2.L|gene19644|rna57405	30407.15	9122.15	29857.325	6971.85	55485.0	56572.0
2449	MTAP|mtap.L|gene10228|rna29736	588267.5	407950.0	677195.0	580800.0	1032900.0	982830.0
2450	MTBP|mtbp.S|gene11344|rna32979	1770.2	0.0	1957.2	0.0	2315.2	3594.6
2451	MTCH2|mtch2.L|gene6777|rna19839;MTCH2|LOC108715225|gene34629|rna74256	586257.5	436005.0	628252.5	605200.0	909610.0	797050.0
2452	MTDH|mtdh.L|gene8345|rna24295	64255.5	35232.0	66422.25	54004.5	105190.0	114420.0
2453	MTDH|mtdh.S|gene45671|rna90165	30676.5	22344.0	32716.0	30129.0	55971.0	58937.0
2454	MTERFD1|mterf3.S|gene14554|rna42379	5840.25	10267.9	4826.45	12966.0	0.0	0.0
2455	MTFP1|mtfp1.L|gene34799|rna74476	1430.6	1665.8500000000001	1190.075	2310.95	0.0	0.0
2456	MTG1|LOC108696349|gene41199|rna83538	11892.5	16544.5	9437.5	21240.5	0.0	0.0
2457	MTHFD1|mthfd1.L|gene10660|rna30977	425525.0	343880.0	444795.0	496525.0	591320.0	666820.0
2458	MTHFD1L|mthfd1l.L|gene15532|rna45353	751027.5	428485.0	785090.0	602415.0	1234900.0	1011900.0
2459	MTHFD2|mthfd2l.S|gene1181|rna3437;MTHFD2|mthfd2.L|gene16299|rna47604	6333.1	3491.3	7243.975	8297.85	18680.0	23015.0
2460	MTHFR|mthfr.L|gene14183|rna41303;MTHFR|mthfr.S|gene4465|rna13021	27238.0	17110.5	48799.25	26627.0	62570.0	70173.0
2461	MTIF2|LOC108716409|gene43311|rna86641	0.0	0.0	0.0	0.0	0.0	0.0
2462	MTIF3|mtif3.L|gene6309|rna18442	17917.5	21119.0	19901.0	29583.0	16066.0	17847.0
